9.238000000000000000e+03,5.530000000000000000e+02,2.897000000000000000e+03,2.193000000000000000e+03,5.530000000000000000e+02,1.361000000000000000e+03,5.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
4.996000000000000000e+03,1.183500000000000000e+04,9.387000000000000000e+03,2.763000000000000000e+03,6.218000000000000000e+03,3.268000000000000000e+03,3.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.048400000000000000e+04,3.341000000000000000e+03,2.432000000000000000e+03,3.994000000000000000e+03,1.903000000000000000e+03,2.432000000000000000e+03,4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00
2.238000000000000000e+03,2.123000000000000000e+03,1.698000000000000000e+04,1.146000000000000000e+03,1.549000000000000000e+03,5.408000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
0.000000000000000000e+00,1.980000000000000000e+03,3.823000000000000000e+03,0.000000000000000000e+00,1.248000000000000000e+03,2.008000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
1.432600000000000000e+04,3.158000000000000000e+03,5.248000000000000000e+03,4.937000000000000000e+03,1.407000000000000000e+03,2.570000000000000000e+03,6.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
1.401700000000000000e+04,5.580000000000000000e+03,4.965000000000000000e+03,5.521000000000000000e+03,1.741000000000000000e+03,1.917000000000000000e+03,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
6.963000000000000000e+03,2.799000000000000000e+03,1.012600000000000000e+04,2.820000000000000000e+03,1.710000000000000000e+03,4.447000000000000000e+03,4.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,1.514400000000000000e+04,7.974000000000000000e+03,0.000000000000000000e+00,6.784000000000000000e+03,2.383000000000000000e+03,0.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
3.366500000000000000e+04,0.000000000000000000e+00,2.553000000000000000e+03,7.723000000000000000e+03,0.000000000000000000e+00,1.282000000000000000e+03,9.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
