1.880000000000000000e+03,0.000000000000000000e+00,1.600000000000000000e+03,1.307000000000000000e+03,0.000000000000000000e+00,8.210000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
5.495000000000000000e+03,1.932000000000000000e+03,7.227000000000000000e+03,3.303000000000000000e+03,1.932000000000000000e+03,2.728000000000000000e+03,2.000000000000000000e+00,1.000000000000000000e+00,4.000000000000000000e+00
9.652000000000000000e+03,0.000000000000000000e+00,1.892000000000000000e+03,2.494000000000000000e+03,0.000000000000000000e+00,1.892000000000000000e+03,5.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,5.740000000000000000e+02,2.817000000000000000e+03,0.000000000000000000e+00,5.740000000000000000e+02,1.148000000000000000e+03,0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00
2.795000000000000000e+03,1.248000000000000000e+03,0.000000000000000000e+00,1.692000000000000000e+03,1.248000000000000000e+03,0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.251000000000000000e+03,0.000000000000000000e+00,2.285000000000000000e+03,1.183000000000000000e+03,0.000000000000000000e+00,1.176000000000000000e+03,5.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00
1.851000000000000000e+03,1.240000000000000000e+03,4.128000000000000000e+03,1.237000000000000000e+03,6.610000000000000000e+02,1.838000000000000000e+03,2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
0.000000000000000000e+00,2.325000000000000000e+03,1.753000000000000000e+03,0.000000000000000000e+00,1.089000000000000000e+03,1.138000000000000000e+03,0.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+00
5.880000000000000000e+02,1.229000000000000000e+03,2.151000000000000000e+03,5.880000000000000000e+02,6.490000000000000000e+02,1.303000000000000000e+03,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00
7.071000000000000000e+03,2.763000000000000000e+03,0.000000000000000000e+00,2.323000000000000000e+03,1.629000000000000000e+03,0.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
